I-Body	vowel, or a consonant followed by a vowel (but not	page=2 xpos=5 ypos=5 right-column full-justified aligned-line headchar-lower
I-Body	a vowel followed by a consonant). So, it is likely	page=2 xpos=5 ypos=5 right-column full-justified aligned-line itemization headchar-lower
I-Body	such a Roman prefix has from one to four letters.	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-lower tailchar-period
I-Body	On the contrary, the prefix syllable for a name	page=2 xpos=5 ypos=6 right-column full-justified aligned-line headchar-capital
E-Body	written in Chinese is readily identifiable.	page=2 xpos=5 ypos=6 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Caption	Table 2. Sample cross-language morphological relation-	page=2 xpos=5 ypos=6 right-column full-justified font-smallest aligned-line longer-tail line-blank-line line-double-space line-space string-table headchar-capital tailchar-hiphen
Table	__Table 2__	page=2 xpos=4 ypos=7 right-column left-over right-over box hanged-line table-area page-bottom
B-Caption	Table 3. Sample cross-language morphological relation-	page=3 xpos=0 ypos=0 left-column full-justified font-smallest page-top string-table headchar-capital tailchar-hiphen
Table	__Table 3__	page=3 xpos=-1 ypos=0 left-column centered left-over right-over box hanged-line longer-tail table-area above-double-space above-line-space
B-Body	We also observe that a preferred prefix (e.g.,	page=3 xpos=0 ypos=2 left-column left-indent indented-line shorter-tail line-double-space line-space headchar-capital tailchar-comma
I-Body	“艾”(Ai)) is often used for a Roman prefix (e.g.,	page=3 xpos=0 ypos=2 left-column full-justified hanged-line tailchar-comma above-line-space
I-Body	“a-” or “ir-”), while occasionally other homo-	page=3 xpos=0 ypos=2 left-column full-justified aligned-line line-space tailchar-hiphen
I-Body	phonic characters are used (e.g., “埃”(Ai)). The	page=3 xpos=0 ypos=2 left-column full-justified aligned-line headchar-lower above-line-space
I-Body	skew distribution creates problems for reliable es-	page=3 xpos=0 ypos=3 left-column full-justified aligned-line line-space headchar-lower tailchar-hiphen
I-Body	timation of transliteration functions. To cope with	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	this data sparseness problem, we use homophone	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	classes and a function CL that maps homophonic	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower
I-Body	characters to the same class number. For instance,	page=3 xpos=0 ypos=3 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	“艾” and “埃” are homophonic, and both are as-	page=3 xpos=0 ypos=4 left-column full-justified aligned-line tailchar-hiphen above-line-space
I-Body	signed the same class identifier(see Table 4 for	page=3 xpos=0 ypos=4 left-column full-justified aligned-line line-space headchar-lower
E-Body	more samples).	page=3 xpos=0 ypos=4 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	Therefore, we have	page=3 xpos=0 ypos=4 left-column left-indent right-indent indented-line longer-tail headchar-capital above-double-space above-line-space
B-Equation	CL (“艾”) = CL (“埃”) = 275.	page=3 xpos=0 ypos=4 left-column left-indent right-indent aligned-line longer-tail line-double-space line-space headchar-capital tailchar-period above-double-space above-line-space
B-Caption	Table 4. Some examples of classes of homophonic	page=3 xpos=0 ypos=5 left-column full-justified font-smallest hanged-line longer-tail line-double-space line-space string-table headchar-capital
I-Caption	characters. The class ID of each class is assigned arbi-	page=3 xpos=0 ypos=5 left-column full-justified font-smallest aligned-line headchar-lower tailchar-hiphen
Table	__Table 4__	page=3 xpos=-1 ypos=5 left-column centered left-over right-over box table-area above-double-space above-line-space
B-Body	With homophonic classes of transliteration mor-	page=3 xpos=0 ypos=7 left-column left-indent indented-line shorter-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	phemes, we define class-based transliteration prob-	page=3 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	ability as follows	page=3 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower
B-Equation	P <sub>CL</sub> (C | N P ) = Count(T P ,N P ) / Count(N P ) (3)	page=3 xpos=0 ypos=8 left-column centered left-indent right-indent font-larger indented-line longer-tail headchar-capital
I-Equation	where CL(T <sub>P</sub> ) = C	page=3 xpos=0 ypos=8 left-column left-indent right-indent font-larger indented-line shorter-tail headchar-lower above-double-space above-line-space
B-Equation	P <sub>CL</sub> (C | N S ) = Count(T S ,N S ) / Count(N S ) (4)	page=3 xpos=0 ypos=8 left-column centered left-indent right-indent font-larger hanged-line longer-tail line-double-space line-space headchar-capital above-double-space above-line-space
I-Equation	where CL(T <sub>S</sub> ) = C	page=3 xpos=0 ypos=9 left-column left-indent right-indent font-larger indented-line shorter-tail line-double-space line-space headchar-lower
I-Body	and then we rewrite P (T <sub>P</sub> | N P ) and P (T S | N S ) as	page=3 xpos=0 ypos=9 left-column right-indent font-larger hanged-line longer-tail headchar-lower above-blank-line above-double-space above-line-space
Page	999	page=3 xpos=4 ypos=9 left-column left-indent right-over indented-line longer-tail line-blank-line line-double-space line-space numeric-only column-bottom
B-Equation	P (T <sub>P</sub> | N P ) = P CL (CL(T P ) | N P ) (5)	page=3 xpos=5 ypos=0 right-column left-indent right-indent font-larger column-top headchar-capital above-double-space above-line-space
B-Equation	P (T <sub>S</sub> | N S ) = P CL (CL(T S ) | N S ) (6)	page=3 xpos=5 ypos=0 right-column left-indent right-indent font-larger aligned-line line-double-space line-space headchar-capital above-double-space above-line-space
B-Body	With class-based transliteration probabilities, we	page=3 xpos=5 ypos=0 right-column left-indent aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	are able to cope with difficulty in estimating pa-	page=3 xpos=5 ypos=1 right-column full-justified hanged-line headchar-lower tailchar-hiphen
I-Body	rameters for rare events which are under repre-	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sented in the training set. Table 5 shows that “埃”	page=3 xpos=5 ypos=1 right-column full-justified aligned-line headchar-lower above-line-space
I-Body	belongs to a homophonic class co-occurring with	page=3 xpos=5 ypos=1 right-column full-justified aligned-line line-space headchar-lower
I-Body	“a-” for 46 times, even when only one instance of	page=3 xpos=5 ypos=1 right-column full-justified aligned-line
E-Body	(“埃”, “a-”).	page=3 xpos=5 ypos=2 right-column right-indent aligned-line shorter-tail tailchar-period above-double-space above-line-space
B-Body	After cross-language relationships for prefixes	page=3 xpos=5 ypos=2 right-column left-indent indented-line longer-tail line-double-space line-space headchar-capital
I-Body	and postfixes are automatically trained, the prefix	page=3 xpos=5 ypos=2 right-column full-justified hanged-line headchar-lower
I-Body	relationships are stored as prioritized query expan-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sion rules. In addition to that, we also need a trans-	page=3 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	literation probability function to rank candidate	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	transliterations at run-time (Section 4). To cope	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	with data sparseness, we consider names (or trans-	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	literations) with the same prefix (or postfix) as a	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	class. With that in mind, we use both prefix and	page=3 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Body	postfix to formulate an interpolation-based estima-	page=3 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tor for name transliteration probability:	page=3 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon above-line-space
B-Equation	P(T | N)= max λ <sub>1</sub> P(T P | N P )+λ 2 P(T S | N S ) (7)	page=3 xpos=5 ypos=4 right-column centered left-indent right-indent font-largest indented-line longer-tail line-space headchar-capital
I-Equation	N <sub>P</sub> , N S	page=3 xpos=6 ypos=4 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital
I-Equation	where λ <sub>1</sub> + λ 2 = 1 and N P , N S , T P , and T S are the	page=3 xpos=5 ypos=4 right-column left-indent font-largest hanged-line longer-tail headchar-lower
I-Equation	prefix and postfix of the given name N	page=3 xpos=6 ypos=5 right-column left-indent indented-line headchar-lower
I-Equation	and transliteration T.	page=3 xpos=6 ypos=5 right-column left-indent right-indent aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	For instance, the probability of “美索不達米	page=3 xpos=5 ypos=5 right-column left-indent hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	亞 ”(Meisuobudamiya) as a transliteration of	page=3 xpos=5 ypos=5 right-column centered left-over font-largest hanged-line above-line-space
I-Body	“Mesopotamia” is estimated as follows	page=3 xpos=5 ypos=6 right-column left-over right-indent aligned-line shorter-tail line-space above-double-space above-line-space
Figure	__Figure 2__	page=3 xpos=4 ypos=6 right-column centered left-over right-over box hanged-line longer-tail line-double-space line-space figure-area
B-Caption	Figure 2. Outline of the process used to train the	page=3 xpos=5 ypos=8 right-column full-justified font-smallest indented-line shorter-tail string-figure headchar-capital
E-Caption	TermMine system.	page=3 xpos=5 ypos=8 right-column right-indent aligned-line shorter-tail headchar-capital tailchar-period above-blank-line above-double-space above-line-space
B-Body	The system follows the procedure shown in Fig-	page=3 xpos=5 ypos=9 right-column left-indent indented-line longer-tail line-blank-line line-double-space line-space headchar-capital tailchar-hiphen
I-Body	ure 2 to estimate these probabilities. In Step (1),	page=3 xpos=5 ypos=9 right-column full-justified hanged-line headchar-lower tailchar-comma page-bottom
I-Body	the system generates all possible prefix pairs for	page=4 xpos=0 ypos=0 left-column full-justified page-top headchar-lower
I-Body	each name-transliteration pair. For instance, con-	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sider the pair, (“Aabenraa,” “阿本洛”), the system	page=4 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower above-line-space
I-Body	will generate eight pairs:	page=4 xpos=0 ypos=0 left-column right-indent aligned-line shorter-tail line-space headchar-lower tailchar-colon
B-Quote	(a-, 阿-), (aa-, 阿-), (aab-, 阿-), (aabe-, 阿-),	page=4 xpos=0 ypos=0 left-column left-indent right-indent font-largest indented-line longer-tail tailchar-comma above-line-space
I-Quote	(-a, -洛), (-aa, -洛), (-raa, -洛), and (-nraa, -洛).	page=4 xpos=0 ypos=1 left-column left-indent right-indent aligned-line longer-tail line-space tailchar-period above-double-space above-line-space
B-Body	Finally, the transliteration probabilities are esti-	page=4 xpos=0 ypos=1 left-column full-justified hanged-line longer-tail line-double-space line-space headchar-capital tailchar-hiphen
I-Body	mated based on the counts of prefixes, postfixes,	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and their co-occurrences. The derived probabilities	page=4 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower
I-Body	embody a number of relationships:	page=4 xpos=0 ypos=1 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-colon
B-Listitem	(a) Phoneme to syllable relationships (e.g., “b” vs.	page=4 xpos=0 ypos=2 left-column full-justified aligned-line longer-tail itemization tailchar-period
I-Listitem	“ 布 ” as in “Brooklyn” and “ 布 魯 克	page=4 xpos=0 ypos=2 left-column left-indent font-largest indented-line
I-Listitem	林”(Bulukelin)),	page=4 xpos=0 ypos=2 left-column left-indent right-indent font-largest aligned-line shorter-tail tailchar-comma above-line-space
B-Listitem	(b) Syllable to syllable relationships (e.g., “bu” vs.	page=4 xpos=0 ypos=2 left-column full-justified hanged-line longer-tail line-space itemization tailchar-period
I-Listitem	“布”),	page=4 xpos=0 ypos=2 left-column left-indent right-indent indented-line shorter-tail tailchar-comma above-line-space
B-Listitem	(c) Phonics rules (e.g., “br-“ vs. “布” and “克” vs.	page=4 xpos=0 ypos=3 left-column full-justified hanged-line longer-tail line-space itemization tailchar-period above-line-space
I-Listitem	“cl-”). The high probability of P(“克” | “cl-”)	page=4 xpos=0 ypos=3 left-column left-indent indented-line line-space above-line-space
I-Listitem	amounts to the phonics rule that stipulates “c”	page=4 xpos=0 ypos=3 left-column left-indent aligned-line line-space headchar-lower
I-Listitem	be pronounced with a “k” sound in the context	page=4 xpos=0 ypos=3 left-column left-indent aligned-line headchar-lower
I-Listitem	of “l.”	page=4 xpos=0 ypos=3 left-column left-indent right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-SectionHeader	4 Transliteration Search and Extraction	page=4 xpos=0 ypos=4 left-column right-indent font-larger hanged-line longer-tail line-double-space line-space numbered-heading1 above-double-space above-line-space
B-Body	At run-time, the system follows the procedure in	page=4 xpos=0 ypos=4 left-column full-justified aligned-line longer-tail line-double-space line-space headchar-capital
I-Body	Figure 3 to process the given name. In Step (1), the	page=4 xpos=0 ypos=4 left-column full-justified aligned-line string-figure headchar-capital
I-Body	system looks up in the prefix relationship table to	page=4 xpos=0 ypos=4 left-column full-justified aligned-line headchar-lower
I-Body	find the n best relationships (n = MaxExpQueries)	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	for query expansion with preference for relation-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ships with higher probabilistic value. For instance,	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	to search for transliterations of “Acton,” the system	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower
I-Body	looks at all possible prefixes and postfixes of “Ac-	page=4 xpos=0 ypos=5 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	ton,” including a-, ac-, act-, acto-, -n, -on, -ton,	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-comma
I-Body	and -cton, and determines the best query expan-	page=4 xpos=0 ypos=6 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	sions: “Acton 阿,” “Acton 亞,” “Acton 艾,” “Ac-	page=4 xpos=0 ypos=6 left-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen
I-Body	ton 頓,” “Acton 騰,” etc. These effective expan-	page=4 xpos=0 ypos=6 left-column full-justified font-largest aligned-line headchar-lower tailchar-hiphen above-line-space
I-Body	sions are automatically derived during the training	page=4 xpos=0 ypos=6 left-column full-justified aligned-line line-space headchar-lower
I-Body	stage described in Section 3 by analyzing a large	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-lower
E-Body	collection of name-transliteration pairs.	page=4 xpos=0 ypos=7 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Body	In Step (2), the system sends off each of these	page=4 xpos=0 ypos=7 left-column left-indent indented-line longer-tail headchar-capital
I-Body	queries to a search engine to retrieve up to	page=4 xpos=0 ypos=7 left-column full-justified hanged-line headchar-lower
I-Body	MaxDocRetrieved document snippets. In Step (3),	page=4 xpos=0 ypos=7 left-column full-justified aligned-line headchar-capital tailchar-comma
I-Body	the system discards snippets that have too little	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	proportion of target-language text. See Example (4)	page=4 xpos=0 ypos=8 left-column right-over aligned-line headchar-lower
I-Body	for a snippet that has high portion of English text	page=4 xpos=0 ypos=8 left-column full-justified aligned-line shorter-tail headchar-lower
I-Body	and therefore is less likely to contain a translitera-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Body	tion. In Step (4), the system considers the sub-	page=4 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	strings in the remaining snippets.	page=4 xpos=0 ypos=8 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
Figure	__Figure 3__	page=4 xpos=5 ypos=-1 right-column left-over right-indent box column-top figure-area
B-Caption	Figure 3. Outline of the steps used to search, extract,	page=4 xpos=5 ypos=2 right-column full-justified font-smallest string-figure headchar-capital tailchar-comma
E-Caption	and rank transliterations.	page=4 xpos=5 ypos=2 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Caption	Table 5. Sample data for class-based morphological	page=4 xpos=5 ypos=2 right-column full-justified font-smallest aligned-line longer-tail line-blank-line line-double-space line-space string-table headchar-capital
I-Caption	transliteration probability of prefixes, where # of N <sub>P</sub>	page=4 xpos=5 ypos=2 right-column full-justified aligned-line headchar-lower
I-Caption	denotes the number of the name prefix N <sub>P</sub> ; # of C, N P	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Caption	denotes the number of all T <sub>P</sub> belonging to the class C	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Caption	co-occurring with the N <sub>P</sub> ; # T P , N P denotes the number	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower
I-Caption	of transliteration prefix T <sub>P</sub> co-occurs with the N P ; P(C|N P )	page=4 xpos=5 ypos=3 right-column right-over aligned-line headchar-lower
I-Caption	denotes the probability of all T <sub>P</sub> belonging to C co-	page=4 xpos=5 ypos=3 right-column full-justified aligned-line headchar-lower tailchar-hiphen
I-Caption	occurring with the N <sub>P</sub> ; P(T P |N P ) denotes the probability	page=4 xpos=5 ypos=4 right-column full-justified aligned-line headchar-lower
E-Caption	of the T <sub>p</sub> co-occurs with the N P.	page=4 xpos=5 ypos=4 right-column right-indent aligned-line shorter-tail headchar-lower tailchar-period
B-Table	N <sub>P</sub> Class T P # of N P # of # of P(C|N P ) P(T P |N P )	page=4 xpos=5 ypos=4 right-column left-indent right-indent font-smallest longer-tail headchar-capital
I-Table	ID C,N <sub>P</sub> T P ,N P	page=4 xpos=5 ypos=4 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital
I-Table	a- 275 艾 1456 46 28 0.032 0.019	page=4 xpos=5 ypos=4 right-column right-indent hanged-line longer-tail headchar-lower above-line-space
I-Table	a- 275 愛 1456 46 17 0.032 0.012	page=4 xpos=5 ypos=4 right-column right-indent aligned-line line-space headchar-lower above-line-space
I-Table	a- 275 埃 1456 46 1 0.032 0.000	page=4 xpos=5 ypos=5 right-column right-indent aligned-line line-space headchar-lower above-line-space
I-Table	a- 276 奧 1456 103 100 0.071 0.069	page=4 xpos=5 ypos=5 right-column right-indent aligned-line line-space headchar-lower above-line-space
I-Table	a- 276 澳 1456 103 2 0.071 0.001	page=4 xpos=5 ypos=5 right-column right-indent aligned-line line-space headchar-lower above-line-space
I-Table	a- 276 敖 1456 103 1 0.071 0.000	page=4 xpos=5 ypos=5 right-column right-indent aligned-line line-space headchar-lower above-line-space
I-Table	ba- 2 波 652 5 3 0.008 0.005	page=4 xpos=5 ypos=5 right-column right-indent aligned-line line-space headchar-lower above-line-space
I-Table	ba- 2 百 652 5 1 0.008 0.002	page=4 xpos=5 ypos=6 right-column right-indent aligned-line line-space headchar-lower above-line-space
E-Table	ba- 2 柏 652 5 1 0.008 0.002	page=4 xpos=5 ypos=6 right-column right-indent aligned-line line-space headchar-lower above-blank-line above-double-space above-line-space
B-Caption	Table 6. Sample data for class-based morphological	page=4 xpos=5 ypos=6 right-column full-justified font-smallest aligned-line longer-tail line-blank-line line-double-space line-space string-table headchar-capital
I-Caption	transliteration probability of postfixes. Notations are	page=4 xpos=5 ypos=6 right-column full-justified font-smallest aligned-line headchar-lower
E-Caption	similar to those for Table 5.	page=4 xpos=5 ypos=7 right-column right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Table	N <sub>s</sub> Class T s # of N s # of # of P(C|N s ) P(T s |N s )	page=4 xpos=5 ypos=7 right-column left-indent right-over font-smallest indented-line longer-tail headchar-capital
I-Table	ID C,N <sub>s</sub> T s ,N s	page=4 xpos=5 ypos=7 right-column left-indent right-indent font-smallest indented-line shorter-tail headchar-capital
I-Table	-li 103 利 142 140 85 0.986 0.599	page=4 xpos=5 ypos=7 right-column full-justified hanged-line longer-tail above-line-space
I-Table	-li 103 里 142 140 52 0.986 0.366	page=4 xpos=5 ypos=7 right-column full-justified aligned-line line-space above-line-space
I-Table	-li 103 力 142 140 2 0.986 0.014	page=4 xpos=5 ypos=7 right-column full-justified aligned-line line-space above-line-space
I-Table	-li 103 立 142 140 1 0.986 0.007	page=4 xpos=5 ypos=8 right-column full-justified aligned-line line-space above-line-space
I-Table	-li 103 李 142 140 0 0.986 0.000	page=4 xpos=5 ypos=8 right-column full-justified aligned-line line-space above-line-space
I-Table	-raa 112 洛 4 1 1 0.250 0.250	page=4 xpos=5 ypos=8 right-column full-justified aligned-line line-space above-line-space
I-Table	-raa 112 珞 4 1 0 0.250 0.000	page=4 xpos=5 ypos=8 right-column full-justified aligned-line line-space above-line-space
I-Table	-raa 112 絡 4 1 0 0.250 0.000	page=4 xpos=5 ypos=8 right-column full-justified aligned-line line-space above-line-space
E-Table	-raa 112 落 4 1 0 0.250 0.000	page=4 xpos=5 ypos=9 right-column full-justified aligned-line line-space column-bottom above-blank-line above-double-space above-line-space
Page	1000	page=4 xpos=4 ypos=9 single-column left-indent right-indent column-top line-blank-line line-double-space line-space numeric-only page-bottom
B-Body	For instance, Examples (5-7) shows remaining	page=5 xpos=0 ypos=0 left-column left-indent page-top headchar-capital
I-Body	snippets that have high proportion of Chinese text.	page=5 xpos=0 ypos=0 left-column full-justified hanged-line headchar-lower tailchar-period
I-Body	The strings “阿克頓”(Akedun) is a transliteration	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-capital above-line-space
I-Body	found in snippet shown in Example (5), a candi-	page=5 xpos=0 ypos=0 left-column full-justified aligned-line line-space headchar-lower tailchar-hiphen
I-Body	date beginning with the prefix “阿” and ending	page=5 xpos=0 ypos=0 left-column full-justified aligned-line headchar-lower above-line-space
I-Body	with the postfix “頓” and is within the distance of	page=5 xpos=0 ypos=1 left-column full-justified aligned-line line-space headchar-lower above-line-space
I-Body	1 of the instance “Acton,” separated by a punctua-	page=5 xpos=0 ypos=1 left-column full-justified aligned-line line-space numbered-heading1 tailchar-hiphen
I-Body	tion token. The string “埃克頓” (Aikedun) found	page=5 xpos=0 ypos=1 left-column full-justified aligned-line headchar-lower above-line-space
I-Body	in Example (6) is also a legitimate transliteration	page=5 xpos=0 ypos=1 left-column full-justified aligned-line line-space headchar-lower above-line-space
I-Body	beginning with a different prefix “埃,” while “艾	page=5 xpos=0 ypos=1 left-column full-justified aligned-line line-space headchar-lower
I-Body	科騰”(Aiketeng) in Example (7) is a transliteration	page=5 xpos=0 ypos=2 left-column full-justified font-largest aligned-line above-line-space
I-Body	beginning with yet another prefix “艾.” Translit-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line line-space headchar-lower tailchar-hiphen above-line-space
I-Body	eration “埃克頓” appears at a distance of 3 from	page=5 xpos=0 ypos=2 left-column full-justified aligned-line line-space headchar-lower above-line-space
I-Body	“Acton,” while two instances of “艾科騰” appear	page=5 xpos=0 ypos=2 left-column full-justified aligned-line line-space above-line-space
I-Body	at the distances of 1 and 20 from the nearest in-	page=5 xpos=0 ypos=2 left-column full-justified aligned-line line-space headchar-lower tailchar-hiphen
E-Body	stances of “Acton.”	page=5 xpos=0 ypos=3 left-column right-indent aligned-line shorter-tail headchar-lower above-double-space above-line-space
B-Listitem	(4) Acton moive feel pics!! - 攝影	page=5 xpos=0 ypos=3 left-column right-indent font-larger aligned-line longer-tail line-double-space line-space itemization
I-Listitem	目前位置: 文藝線 > 遊藝支線 > 攝影 > Acton	page=5 xpos=0 ypos=3 left-column left-indent right-indent font-larger indented-line longer-tail above-line-space
I-Listitem	moive feel pics!! Hop Hero - Acton moive feel	page=5 xpos=0 ypos=3 left-column centered left-indent right-indent font-smallest aligned-line shorter-tail line-space headchar-lower
I-Listitem	pics!!	page=5 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower
I-Listitem	http://www.hkmassive.com/forum/viewthread.php?	page=5 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line longer-tail headchar-lower
I-Listitem	tid=2368&fpage=1 Watch the slide show! ...	page=5 xpos=0 ypos=4 left-column left-indent right-indent font-smallest aligned-line shorter-tail headchar-lower tailchar-period
B-Listitem	(5) New Home Alert - Sing Tao New Homes	page=5 xpos=0 ypos=4 left-column right-indent font-smallest hanged-line shorter-tail itemization
I-Listitem	Please select, Acton 阿克頓, Ajax 亞積士, Allis-	page=5 xpos=0 ypos=4 left-column left-indent right-indent font-larger indented-line longer-tail headchar-capital tailchar-hiphen
I-Listitem	ton 阿里斯頓, Ancaster 安卡斯特, Arthur 阿瑟,	page=5 xpos=0 ypos=4 left-column left-indent right-indent font-larger aligned-line shorter-tail headchar-lower tailchar-comma
I-Listitem	Aurora 奧羅拉, Ayr 艾爾, Barrie 巴里, Beamsville,	page=5 xpos=0 ypos=5 left-column left-indent right-over font-larger aligned-line longer-tail headchar-capital tailchar-comma above-line-space
I-Listitem	Belleville ...	page=5 xpos=0 ypos=5 left-column left-indent right-indent font-smallest aligned-line shorter-tail line-space headchar-capital tailchar-period
B-Listitem	(6) STS-51-F – Wikipedia	page=5 xpos=0 ypos=5 left-column right-indent font-smallest hanged-line longer-tail itemization
I-Listitem	前排左起：英格蘭、海因茲、福勒頓、布里奇	page=5 xpos=0 ypos=5 left-column left-indent right-indent indented-line longer-tail
I-Listitem	斯 ... 卡爾·海因茲 (Karl Henize ，曾執行 STS-51-	page=5 xpos=0 ypos=5 left-column left-indent right-indent font-larger aligned-line longer-tail tailchar-hiphen
I-Listitem	F 任務)，任務專家; 羅倫·埃克頓 (Loren Acton，	page=5 xpos=0 ypos=6 left-column left-indent right-indent font-larger aligned-line headchar-capital
I-Listitem	曾執行 STS-51-F 任務)，有效載荷專家; 約翰-大	page=5 xpos=0 ypos=6 left-column left-indent right-indent font-larger aligned-line
I-Listitem	衛·巴托 (John-David F. ...	page=5 xpos=0 ypos=6 left-column left-indent right-indent font-larger aligned-line shorter-tail tailchar-period above-line-space
B-Listitem	(7) 澳洲艾科騰-00-Acton-Australia.htm	page=5 xpos=0 ypos=6 left-column right-indent font-larger hanged-line longer-tail line-space itemization above-line-space
I-Listitem	Acton Systems is a world leading manufacturer	page=5 xpos=0 ypos=6 left-column left-indent right-indent font-smallest indented-line longer-tail line-space headchar-capital
I-Listitem	supplying stuctured cabling systems suited to the	page=5 xpos=0 ypos=7 left-column left-indent right-indent font-smallest aligned-line longer-tail headchar-lower
I-Listitem	Australian and New Zealand marketplace. 澳洲艾	page=5 xpos=0 ypos=7 left-column left-indent right-indent font-larger aligned-line longer-tail headchar-capital above-line-space
I-Listitem	科騰乃專業之整合式配線系統製造商, 產品銷售	page=5 xpos=0 ypos=7 left-column left-indent right-indent aligned-line longer-tail line-space above-line-space
I-Listitem	於澳洲及紐西蘭 。 Custom made leads are now	page=5 xpos=0 ypos=7 left-column left-indent font-largest aligned-line line-space above-line-space
I-Listitem	available ...	page=5 xpos=0 ypos=7 left-column left-indent right-indent aligned-line shorter-tail line-space headchar-lower tailchar-period above-blank-line above-double-space above-line-space
B-Body	The occurrence counts and average distance	page=5 xpos=0 ypos=8 left-column left-indent hanged-line longer-tail line-blank-line line-double-space line-space headchar-capital
I-Body	from instances of the given name are tallied for	page=5 xpos=0 ypos=8 left-column full-justified hanged-line headchar-lower
I-Body	each of these candidates. Candidates with a low	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	occurrence count and long average distance are	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	excluded from further consideration. Finally, all	page=5 xpos=0 ypos=8 left-column full-justified aligned-line headchar-lower
I-Body	candidates are evaluated and ranked using Equa-	page=5 xpos=0 ypos=9 left-column full-justified aligned-line headchar-lower tailchar-hiphen
E-Body	tion (7) given in Section 3.	page=5 xpos=0 ypos=9 left-column right-indent aligned-line shorter-tail headchar-lower tailchar-period column-bottom
